word1,word2,pos
loving,unloving,a
low,high,a
low,high,n
low-interest,high-interest,a
low-resolution,high-resolution,a
low-rise,high-rise,a
low-sudsing,high-sudsing,a
low-tech,high-tech,a
low-tension,high-tension,a
low_explosive,high_explosive,n
low_pitch,high_pitch,n
low_quality,high_quality,n
low_relief,high_relief,n
low_spirits,high,n
low_status,high_status,n
low_tide,high_tide,n
lowborn,noble,a
lower,raise,v
lower-class,middle-class,a
lower-class,upper-class,a
lowercase,uppercase,a
lowercase,uppercase,n
lowered,raised,a
lowland,highland,n
lowland,upland,a
lowness,highness,n
loyal,disloyal,a
loyally,disloyally,r
loyalty,disloyalty,n
lubricated,unlubricated,a
luckily,unluckily,r
lucky,unlucky,a
lumper,splitter,n
lyric,dramatic,a
machine-made,handmade,a
machine_wash,handwash,v
made,unmade,a
magnetic,antimagnetic,a
magnetic,geographic,a
magnetic,nonmagnetic,a
magnetise,demagnetise,v
magnetize,demagnetize,v
major,minor,a
major_surgery,minor_surgery,n
majority,minority,n
majuscule,minuscule,a
make,break,v
make,unmake,v
make_peace,war,v
maladaptive,adaptive,a
maladjusted,adjusted,a
maladroit,adroit,a
maladroitly,adroitly,r
malapropos,apropos,a
male,androgynous,a
male,female,a
male,female,n
male_aristocrat,female_aristocrat,n
male_child,female_child,n
male_monarch,female_monarch,n
male_offspring,female_offspring,n
male_parent,female_parent,n
male_sibling,female_sibling,n
maleficence,beneficence,n
maleficent,beneficent,a
maleness,femaleness,n
malevolence,benevolence,n
malevolently,benevolently,r
malfunction,function,v
malfunctioning,functioning,a
malicious,unmalicious,a
malign,benign,a
malignancy,benignancy,n
malignant,benign,a
malignity,benignity,n
malleability,unmalleability,n
malnourished,nourished,a
malodorous,fragrant,a
malted,unmalted,a
man,woman,n
manage,fail,v
manageable,unmanageable,a
manageably,unmanageably,r
manfully,unmanfully,r
manly,unmanly,a
manned,unmanned,a
manual,automatic,a
many,few,a
margin_account,cash_account,n
marginality,centrality,n
mark_down,mark_up,v
mark_up,mark_down,v
marked,unmarked,a
market_economy,non-market_economy,n
married,unmarried,a
masculine,feminine,a
masculine,neuter,a
masculinity,femininity,n
mask,unmask,v
masochist,sadist,n
masochistic,sadistic,a
matched,mismatched,a
mated,unmated,a
material,immaterial,a
materialise,dematerialise,v
materiality,immateriality,n
materialize,dematerialize,v
maternal,paternal,a
matriarchal,patriarchal,a
mature,immature,a
maturely,immaturely,r
maturity,immaturity,n
maxi,midi,a
maxi,mini,a
maximal,minimal,a
maximally,minimally,r
maximise,minimise,v
maximization,minimization,n
maximize,minimize,v
maximum,minimum,a
maximum,minimum,n
meager,ample,a
meagerly,amply,r
meaningful,meaningless,a
meaningfulness,meaninglessness,n
meaningless,meaningful,a
meaninglessness,meaningfulness,n
measurable,immeasurable,a
measurably,immeasurably,r
meatless,meaty,a
meaty,meatless,a
mechanical,nonmechanical,a
mediacy,immediacy,n
mediate,immediate,a
medical,surgical,a
medulla,cortex,n
melodious,unmelodious,a
melodiously,unmelodiously,r
melted,unmelted,a
member,nonmember,n
membered,memberless,a
memberless,membered,a
memorably,unmemorably,r
mendacity,veracity,n
mental,physical,a
mental_health,mental_illness,n
mental_illness,mental_health,n
merciful,merciless,a
mercifulness,mercilessness,n
merciless,merciful,a
mercilessness,mercifulness,n
merit,demerit,n
merit_system,spoils_system,n
merited,unmerited,a
mesial,distal,a
mesic,hydric,a
mesic,xeric,a
mesomorphic,ectomorphic,a
mesomorphic,endomorphic,a
metabolic,ametabolic,a
metallic,nonmetallic,a
metamorphic,nonmetamorphic,a
middle,beginning,n
middle,early,a
middle,end,n
middle,late,a
middle-class,lower-class,a
middle-class,upper-class,a
midi,maxi,a
midi,mini,a
migratory,nonmigratory,a
mild,intense,a
militarise,demilitarise,v
militarize,demilitarize,v
military,civilian,a
military,unmilitary,a
mind,forget,v
mindful,unmindful,a
mindfully,unmindfully,r
mindfulness,unmindfulness,n
mined,unmined,a
mini,maxi,a
mini,midi,a
minimal,maximal,a
minimally,maximally,r
minimise,maximise,v
minimization,maximization,n
minimize,maximize,v
minimum,maximum,a
minimum,maximum,n
minor,major,a
minor_surgery,major_surgery,n
minority,majority,n
minus,plus,a
minuscule,majuscule,a
misbehave,behave,v
miscarry,carry_to_term,v
miscible,immiscible,a
misconception,conception,n
misconstruction,construction,n
misfortune,good_fortune,n
mismatched,matched,a
misogyny,philogyny,n
miss,attend,v
miss,have,v
miss,hit,v
mistrust,trust,v
misused,used,a
mitigated,unmitigated,a
mobile,immobile,a
mobile,stabile,n
mobilise,demobilise,v
mobility,immobility,n
mobilization,demobilization,n
mobilize,demobilize,v
moderate,immoderate,a
moderately,immoderately,r
moderating,intensifying,a
moderation,immoderation,n
modern,nonmodern,a
modern,old_style,n
modest,immodest,a
modestly,immodestly,r
modesty,immodesty,n
modifiable,unmodifiable,a
modified,unmodified,a
modulated,unmodulated,a
molar,molecular,a
molecular,molar,a
monaural,binaural,a
monaurally,binaurally,r
monetization,demonetization,n
moneyed,moneyless,a
moneyless,moneyed,a
monism,pluralism,n
monochromatic,polychromatic,a
monoclinic,triclinic,a
monoclinous,diclinous,a
monocotyledonous,dicotyledonous,a
monoecious,dioecious,a
monogamous,polygamous,a
monolingual,multilingual,a
mononuclear,binucleate,a
mononuclear,trinucleate,a
monophonic,polyphonic,a
monophonic_music,polyphonic_music,n
monophony,polyphony,n
monosemy,polysemy,n
monotheism,polytheism,n
monotheistic,polytheistic,a
monotonic,nonmonotonic,a
monovalent,polyvalent,a
moonless,moonlit,a
moonlit,moonless,a
moral,immoral,a
morality,immorality,n
morally,immorally,r
more,fewer,a
more,less,a
more,less,r
mortal,immortal,a
mortal_sin,venial_sin,n
mortality,immortality,n
most,fewest,a
most,least,a
most,least,r
mother,father,n
motility,immotility,n
motion,motionlessness,n
motionlessness,motion,n
motivated,unmotivated,a
motorized,unmotorized,a
movability,immovability,n
movableness,immovableness,n
move,stand_still,v
move,stay,v
move_in,move_out,v
move_out,move_in,v
moved,unmoved,a
moving,nonmoving,a
moving,still,a
moving,unmoving,a
mown,unmown,a
much,little,a
multiculturalism,nationalism,n
multidimensional,unidimensional,a
multidimensional_language,one-dimensional_language,n
multiform,uniform,a
multilane,single-lane,a
multilateral,unilateral,a
multilaterally,unilaterally,r
multilingual,monolingual,a
multinucleate,uninucleate,a
multiparous,uniparous,a
multiple,single,a
multiple-choice,true-false,a
multiply,divide,v
multiply,singly,r
multivalent,bivalent,a
multivalent,univalent,a
mushroom,toadstool,n
musical,unmusical,a
musically,unmusically,r
mutability,immutability,n
mutable,immutable,a
mutableness,immutableness,n
muzzle,unmuzzle,v
myelinated,unmyelinated,a
myopia,hyperopia,n
mystify,demystify,v
mythologize,demythologize,v
nadir,zenith,n
naive,sophisticated,a
naivete,sophistication,n
narrow,wide,a
narrow,widen,v
narrow-minded,broad-minded,a
narrow-mindedly,broad-mindedly,r
narrow-mindedness,broad-mindedness,n
narrowing,widening,n
narrowly,broadly,r
narrowness,wideness,n
nascent,dying,a
nastiness,niceness,n
nasty,nice,a
national,international,a
national,local,a
nationalise,denationalise,v
nationalism,internationalism,n
nationalism,multiculturalism,n
nationalization,denationalization,n
nationalize,denationalize,v
native,adopted,a
native,foreign,a
native,nonnative,a
nativeness,foreignness,n
natural,artificial,a
natural,flat,a
natural,sharp,a
natural,supernatural,a
natural,unnatural,a
natural_depression,natural_elevation,n
natural_elevation,natural_depression,n
natural_language,artificial_language,n
natural_object,artifact,n
naturalize,denaturalize,v
naturally,artificially,r
naturally,unnaturally,r
naturalness,unnaturalness,n
nay,yea,n
nazify,denazify,v
neap_tide,springtide,n
near,far,a
nearness,farness,n
nearsighted,farsighted,a
necessarily,unnecessarily,r
necessary,unnecessary,a
necessitarian,libertarian,n
necessitate,obviate,v
necked,neckless,a
neckless,necked,a
negate,affirm,v
negative,affirmative,a
negative,affirmative,n
negative,neutral,a
negative,positive,a
negative_charge,positive_charge,n
negativeness,positiveness,n
negativity,positivity,n
neglect,attend_to,v
negligent,diligent,a
neighborliness,unneighborliness,n
nephew,niece,n
net,gross,a
neurotic,unneurotic,a
neurotic_depression,psychotic_depression,n
neuter,feminine,a
neuter,masculine,a
neutral,negative,a
neutral,positive,a
never,ever,r
new,old,a
new,worn,a
newness,oldness,n
nice,nasty,a
niceness,nastiness,n
nidicolous,nidifugous,a
nidifugous,nidicolous,a
niece,nephew,n
night,day,n
night_game,day_game,n
night_school,day_school,n
nitrify,denitrify,v
no,all,a
no,some,a
no,yes,n
no-go,go,a
no_longer,still,r
noble,ignoble,a
noble,lowborn,a
nobleman,noblewoman,n
noblewoman,nobleman,n
nocturnal,diurnal,a
node,antinode,n
noisily,quietly,r
noisy,quiet,a
nominal,real,a
nominative,oblique,n
nomothetic,idiographic,a
non-dedicated_file_server,dedicated_file_server,n
non-engagement,engagement,n
non-invertible,invertible,a
non-involvement,involvement,n
non-market_economy,market_economy,n
non-proliferation,proliferation,n
non-volatile_storage,volatile_storage,n
nonabsorbency,absorbency,n
nonabsorbent,absorbent,a
nonaddictive,addictive,a
nonadhesive,adhesive,a
nonadsorbent,adsorbent,a
nonalcoholic,alcoholic,a
nonaligned,aligned,a
nonalignment,alignment,n
nonarbitrable,arbitrable,a
nonarbitrary,arbitrary,a
nonarboreal,arboreal,a
nonassociative,associative,a
nonastringent,astringent,a
nonattendance,attendance,n
nonbearing,bearing,a
nonbeing,being,n
nonbiodegradable_pollution,biodegradable_pollution,n
noncausative,causative,a
noncellular,cellular,a
noncitizen,citizen,n
noncivilized,civilized,a
nonclassical,classical,a
noncollapsible,collapsible,a
noncolumned,columned,a
noncombinative,combinative,a
noncombustible,combustible,a
noncommercial,commercial,a
noncommissioned,commissioned,a
noncompetitive,competitive,a
noncompetitively,competitively,r
noncompliance,compliance,n
noncomprehensive,comprehensive,a
noncomprehensively,comprehensively,r
nonconductive,conductive,a
nonconformism,conformism,n
nonconformist,conformist,a
nonconformist,conformist,n
nonconformity,conformity,n
noncritical,critical,a
noncrucial,crucial,a
noncrystalline,crystalline,a
noncurrent,current,a
noncyclic,cyclic,a
nondeductible,deductible,a
nondevelopment,development,n
nondisposable,disposable,a
nondrinker,drinker,n
nondriver,driver,n
nonechoic,echoic,a
noneffervescent,effervescent,a
nonequivalence,equivalence,n
nonexempt,exempt,a
nonexistence,existence,n
nonexistent,existent,a
nonexploratory,exploratory,a
nonexplosive,explosive,a
nonextensile,extensile,a
nonfat,fatty,a
nonfatal,fatal,a
nonfictional,fictional,a
nonfinancial,financial,a
nonfissile,fissile,a
nonfissionable,fissionable,a
nonfunctional,functional,a
nonharmonic,harmonic,a
nonhierarchical,hierarchical,a
nonhuman,human,a
nonimitative,imitative,a
nonindulgent,indulgent,a
nonindustrial,industrial,a
noninfectious,infectious,a
noninheritable,inheritable,a
noninstitutional,institutional,a
noninstitutionalized,institutionalized,a
nonintegrated,integrated,a
nonintellectual,intellectual,a
noninterference,interference,n
nonintervention,intervention,n
noninvasive,invasive,a
nonionic,ionic,a
nonionized,ionized,a
nonjudgmental,judgmental,a
nonlinear,linear,a
nonlinguistic,linguistic,a
nonmagnetic,magnetic,a
nonmechanical,mechanical,a
nonmember,member,n
nonmetallic,metallic,a
nonmetamorphic,metamorphic,a
nonmigratory,migratory,a
nonmodern,modern,a
nonmonotonic,monotonic,a
nonmoving,moving,a
nonnative,native,a
nonobservance,observance,n
nonoperational,operational,a
nonparticipation,participation,n
nonparticulate,particulate,a
nonpartisan,partisan,a
nonpartisan,partisan,n
nonpasserine,passerine,a
nonpayment,payment,n
nonphotosynthetic,photosynthetic,a
nonpolitical,political,a
nonporous,porous,a
nonpregnant,pregnant,a
nonprehensile,prehensile,a
nonprescription,prescription,a
nonprofessional,professional,a
nonproliferation,proliferation,n
nonproprietary,proprietary,a
nonpsychoactive,psychoactive,a
nonracial,racial,a
nonradioactive,radioactive,a
nonrandom,random,a
nonreciprocal,reciprocal,a
nonreflective,reflective,a
nonreligious_person,religious_person,n
nonrepetitive,repetitive,a
nonrepresentational,representational,a
nonrepresentative,representative,a
nonresident,resident,a
nonresident,resident,n
nonresidential,residential,a
nonreticulate,reticulate,a
nonretractile,retractile,a
nonreturnable,returnable,a
nonreversible,reversible,a
nonrigid,rigid,a
nonruminant,ruminant,a
nonsectarian,sectarian,a
nonsignificant,significant,a
nonsingular_matrix,singular_matrix,n
nonslippery,slippery,a
nonsmoker,smoker,n
nonspatial,spatial,a
nonspeaking,speaking,a
nonspecific,specific,a
nonspherical,spherical,a
nonstandard,standard,a
nonsteroidal,steroidal,a
nonsubmersible,submersible,a
nonsuppurative,suppurative,a
nonsurgical,surgical,a
nonsyllabic,syllabic,a
nontaxable,taxable,a
nontechnical,technical,a
nonterritorial,territorial,a
nonthermal,thermal,a
nontoxic,toxic,a
nontraditional,traditional,a
nontranslational,translational,a
nonuniformity,uniformity,n
nonunion,union,a
nonviolent,violent,a
nonviolently,violently,r
nonvolatile,volatile,a
nonvolatile_storage,volatile_storage,n
nonwashable,washable,a
nonwoody,woody,a
nonworker,worker,n
normal,abnormal,a
normal,paranormal,a
normality,abnormality,n
normotensive,hypertensive,a
normotensive,hypotensive,a
north,south,a
northern,southern,a
northernness,southernness,n
nosed,noseless,a
noseless,nosed,a
notice,ignore,v
noticeable,unnoticeable,a
noticed,unnoticed,a
nourished,malnourished,a
noxious,innocuous,a
nuclear,conventional,a
numerate,innumerate,a
numerical,verbal,a
obedience,disobedience,n
obedient,disobedient,a
obediently,disobediently,r
obey,disobey,v
obfuscate,clarify,v
object_program,source_program,n
objective,subjective,a
objectively,subjectively,r
oblate,prolate,a
obligate,facultative,a
obligated,unobligated,a
obligatorily,optionally,r
obligatory,optional,a
oblige,disoblige,v
oblique,nominative,n
oblique,parallel,a
oblique,perpendicular,a
oblique_angle,right_angle,n
oblique_triangle,right_triangle,n
obscurity,clarity,n
obscurity,prominence,n
observance,nonobservance,n
obstruct,free,v
obstructed,unobstructed,a
obtrusive,unobtrusive,a
obtrusively,unobtrusively,r
obtrusiveness,unobtrusiveness,n
obtuse,acute,a
obtuseness,acuteness,n
obverse,reverse,n
obviate,necessitate,v
obvious,unobvious,a
occidentalise,orientalise,v
occidentalize,orientalize,v
occupied,unoccupied,a
odd,even,a
odd-toed_ungulate,even-toed_ungulate,n
odorize,deodorize,v
odorless,odorous,a
odorous,odorless,a
odourise,deodourise,v
off,on,a
off-line,on-line,a
off-season,high_season,n
off-site,on-site,a
off-street,on-street,a
offence,defence,n
offending,unoffending,a
offense,defense,n
offensive,defensive,a
offensive,inoffensive,a
offensively,defensively,r
offensively,inoffensively,r
official,unofficial,a
officially,unofficially,r
offshore,inshore,a
offshore,onshore,r
offside,onside,a
offstage,onstage,a
offstage,onstage,r
often,rarely,r
oiled,unoiled,a
old,new,a
old,young,a
old_style,modern,n
oldness,newness,n
oldness,youngness,n
oleophilic,oleophobic,a
oleophobic,oleophilic,a
omnidirectional,directional,a
omnivorous,herbivorous,a
omnivorous,insectivorous,a
on,off,a
on-line,off-line,a
on-site,off-site,a
on-street,off-street,a
on_the_one_hand,on_the_other_hand,r
on_the_other_hand,on_the_one_hand,r
one-dimensional_language,multidimensional_language,n
one-piece,three-piece,a
one-piece,two-piece,a
onshore,offshore,r
onside,offside,a
onstage,offstage,a
onstage,offstage,r
onymous,anonymous,a
opacity,clarity,n
opacity,transparency,n
opaque,clear,a
open,close,v
open,closed,a
open,shut,a
open_chain,closed_chain,n
open_circuit,closed_circuit,n
open_interval,closed_interval,n
open_up,close_up,v
opening,closing,a
opening,closing,n
openness,closeness,n
operable,inoperable,a
operational,nonoperational,a
operative,inoperative,a
opisthognathous,prognathous,a
opportune,inopportune,a
opportunely,inopportunely,r
opportuneness,inopportuneness,n
opposable,unopposable,a
opposed,unopposed,a
opposite,alternate,a
optimism,pessimism,n
optimist,pessimist,n
optimistic,pessimistic,a
optimistically,pessimistically,r
optional,obligatory,a
optionally,obligatorily,r
orad,aborad,r
oral,aboral,a
oral,anal,a
order,disorder,n
order,disorder,v
ordered,disordered,a
orderliness,disorderliness,n
orderly,disorderly,a
ordinal,cardinal,a
ordinariness,extraordinariness,n
ordinary,extraordinary,a
organic,functional,a
organic,inorganic,a
organic_disorder,functional_disorder,n
organically,inorganically,r
organise,disorganise,v
organize,disorganize,v
organized,disorganized,a
organized,unorganized,a
orient,disorient,v
orientalise,occidentalise,v
orientalize,occidentalize,v
oriented,unoriented,a
orienting,disorienting,a
original,unoriginal,a
original_sin,actual_sin,n
originality,unoriginality,n
orthodox,unorthodox,a
orthodoxy,unorthodoxy,n
orthotropous,campylotropous,a
ostentatious,unostentatious,a
other,same,a
otherworldliness,worldliness,n
out,safe,a
out-basket,in-basket,n
out_of_hand,in_hand,r
outbid,underbid,v
outboard,inboard,a
outbred,inbred,a
outdoor,indoor,a
outdoors,indoors,r
outer,inner,a
outfield,infield,n
outflow,inflow,n
outgo,income,n
outgoing,incoming,a
outlaw,legalise,v
outlaw,legalize,v
outpatient,inpatient,n
outside,inside,a
outside,inside,n
outside,inside,r
outspan,inspan,v
outward,inward,a
outward,inward,r
outwardly,inwardly,r
outwardness,inwardness,n
over-the-counter_drug,prescription_drug,n
over-the-counter_medicine,prescription_medicine,n
overachievement,underachievement,n
overact,underact,v
overbid,underbid,v
overcast,clear_up,v
overcharge,undercharge,v
overdress,underdress,v
overestimate,underestimate,v
overexpose,underexpose,v
overgarment,undergarment,n
overhand,underhand,a
overhead,subsurface,a
overhead,surface,a
overpay,underpay,v
overshoot,undershoot,v
overspend,underspend,v
overstate,understate,v
overstatement,understatement,n
overstock,understock,v
overt,covert,a
overtime,regulation_time,n
overtly,covertly,r
overvalue,undervalue,v
oviparous,ovoviviparous,a
oviparous,viviparous,a
ovoviviparous,oviparous,a
ovoviviparous,viviparous,a
ovulation,anovulation,n
owned,unowned,a
oxidise,deoxidise,v
oxidize,deoxidize,v
pack,unpack,v
packaged,unpackaged,a
paid,unpaid,a
pain,pleasure,n
painful,painless,a
painfully,painlessly,r
painless,painful,a
painlessly,painfully,r
paintable,unpaintable,a
painted,unpainted,a
palatability,unpalatability,n
palatable,unpalatable,a
palatably,unpalatably,r
palingenesis,cenogenesis,n
palingenetic,cenogenetic,a
palpability,impalpability,n
palpable,impalpable,a
paper_loss,paper_profit,n
paper_profit,paper_loss,n
paradigmatic,syntagmatic,a
parallel,oblique,a
parallel,perpendicular,a
parallel_operation,serial_operation,n
parallelogram,trapezium,n
paranormal,normal,a
parasite,host,n
pardonable,unpardonable,a
pardonably,unpardonably,r
parent,child,n
parental,filial,a
parented,unparented,a
part-time,full-time,a
partial,impartial,a
partiality,impartiality,n
participation,nonparticipation,n
particular,general,n
particular,universal,n
particular_proposition,universal_proposition,n
particularity,generality,n
particulate,nonparticulate,a
partisan,nonpartisan,a
partisan,nonpartisan,n
partly,wholly,r
pass,fail,v
passable,impassable,a
passerine,nonpasserine,a
passing,failing,n
passing,running,a
passionate,passionless,a
passionless,passionate,a
passive,active,a
passive_trust,active_trust,n
passive_voice,active_voice,n
passively,actively,r
past,future,a
past,future,n
past,present,a
pastness,futurity,n
pastness,presentness,n
paternal,maternal,a
patience,impatience,n
patient,impatient,a
patiently,impatiently,r
patriarchal,matriarchal,a
patriotic,unpatriotic,a
patriotically,unpatriotically,r
patronise,boycott,v
patronize,boycott,v
patronized,unpatronized,a
patterned,plain,a
paved,unpaved,a
pay_cash,charge,v
pay_up,default,v
payment,nonpayment,n
peace,war,n
peaceful,unpeaceful,a
pedunculate,sessile,a
penalty,reward,n
penetrability,impenetrability,n
penetrable,impenetrable,a
penitent,impenitent,a
penitently,impenitently,r
perceptibility,imperceptibility,n
perceptible,imperceptible,a
perceptibly,imperceptibly,r
perceptive,unperceptive,a
perceptiveness,unperceptiveness,n
perennial,annual,a
perennial,biennial,a
perfect,imperfect,a
perfectibility,imperfectibility,n
perfection,imperfection,n
perfectly,imperfectly,r
periapsis,apoapsis,n
perigee,apogee,n
perihelion,aphelion,n
perijove,apojove,n
perilune,apolune,n
perinatal,postnatal,a
perinatal,prenatal,a
periodic,aperiodic,a
peripheral,central,a
peripherally,centrally,r
peripteral,apteral,a
periselene,aposelene,n
perishable,imperishable,a
peristalsis,anastalsis,n
permanence,impermanence,n
permanent,impermanent,a
permanently,temporarily,r
permeability,impermeability,n
permeable,impermeable,a
permissibility,impermissibility,n
permissible,impermissible,a
permissibly,impermissibly,r
permissive,preventive,a
permissive,unpermissive,a
permissiveness,unpermissiveness,n
permit,forbid,v
perpendicular,oblique,a
perpendicular,parallel,a
perplexed,unperplexed,a
persistent,caducous,a
personal,impersonal,a
personalise,depersonalise,v
personalize,depersonalize,v
personally,impersonally,r
persuade,dissuade,v
persuasion,dissuasion,n
persuasive,dissuasive,a
persuasiveness,unpersuasiveness,n
pervious,impervious,a
perviousness,imperviousness,n
pessimism,optimism,n
pessimist,optimist,n
pessimistic,optimistic,a
pessimistically,optimistically,r
petalous,apetalous,a
petit_larceny,grand_larceny,n
phase_in,phase_out,v
phase_out,phase_in,v
philogyny,misogyny,n
phlegmy,dry,a
photosynthetic,nonphotosynthetic,a
physical,mental,a
pianissimo,fortissimo,r
piano,forte,a
piano,forte,r
piety,impiety,n
pigeon-toed,splayfooted,a
pigmentation,depigmentation,n
pin,unpin,v
pious,impious,a
placable,implacable,a
placental,aplacental,a
plain,fancy,a
plain,patterned,a
plaintiff,defendant,n
planar,cubic,a
planar,linear,a
planned,unplanned,a
planted,unplanted,a
plantigrade,digitigrade,a
plantigrade_mammal,digitigrade_mammal,n
platyrrhine,catarrhine,a
plausibility,implausibility,n
plausible,implausible,a
play_down,play_up,v
play_up,play_down,v
playable,unplayable,a
playful,unplayful,a
pleasant,unpleasant,a
pleasantly,unpleasantly,r
pleasantness,unpleasantness,n
please,displease,v
pleased,displeased,a
pleasing,displeasing,a
pleasingness,unpleasingness,n
pleasure,pain,n
pleasure_principle,reality_principle,n
pleurocarp,acrocarp,n
pleurocarpous,acrocarpous,a
plowed,unplowed,a
plucked,bowed,a
plug_in,unplug,v
plural,singular,a
plural,singular,n
pluralism,monism,n
plus,minus,a
point_of_apoapsis,point_of_periapsis,n
point_of_periapsis,point_of_apoapsis,n
pointed,pointless,a
pointedness,unpointedness,n
pointless,pointed,a
polar,equatorial,a
polished,unpolished,a
polite,impolite,a
politely,impolitely,r
politeness,impoliteness,n
politic,impolitic,a
political,nonpolitical,a
political_correctness,political_incorrectness,n
political_incorrectness,political_correctness,n
polychromatic,monochromatic,a
polygamous,monogamous,a
polyphonic,monophonic,a
polyphonic_music,monophonic_music,n
polyphony,monophony,n
polyploid,diploid,a
polyploid,haploid,a
polysemy,monosemy,n
polytheism,monotheism,n
polytheistic,monotheistic,a
polyvalent,monovalent,a
ponderable,imponderable,a
poor,rich,a
poor,rich,n
poor_people,rich_people,n
pop_in,pop_out,v
pop_out,pop_in,v
popular,unpopular,a
popularity,unpopularity,n
porosity,solidity,n
porous,nonporous,a
portable,unportable,a
posed,unposed,a
positive,negative,a
positive,neutral,a
positive_charge,negative_charge,n
positiveness,negativeness,n
positivity,negativity,n
possibility,impossibility,n
possible,impossible,a
possibly,impossibly,r
postdate,predate,v
posterior,anterior,a
posteriority,anteriority,n
posteriority,priority,n
postmeridian,antemeridian,a
postmortem,antemortem,a
postnatal,perinatal,a
postnatal,prenatal,a
postnuptial,prenuptial,a
postprandial,preprandial,a
postwar,prewar,a
potence,impotence,n
potency,impotency,n
potent,impotent,a
potential,actual,a
potted,unpotted,a
poverty,wealth,n
power,powerlessness,n
power_mower,hand_mower,n
powered,unpowered,a
powerful,powerless,a
powerfulness,powerlessness,n
powerless,powerful,a
powerlessness,power,n
powerlessness,powerfulness,n
practicability,impracticability,n
practicableness,impracticableness,n
practical,impractical,a
practicality,impracticality,n
praise,criticize,v
precede,follow,v
precede,succeed,v
precedented,unprecedented,a
precedentedly,unprecedentedly,r
preceding,succeeding,a
precise,imprecise,a
precisely,imprecisely,r
preciseness,impreciseness,n
precision,imprecision,n
precocial,altricial,a
precocious,retarded,a
predate,postdate,v
predicative,attributive,a
predictability,unpredictability,n
predictable,unpredictable,a
prefix,suffix,v
pregnant,nonpregnant,a
prehensile,nonprehensile,a
prejudiced,unprejudiced,a
premature,full-term,a
premeditated,unpremeditated,a
prenatal,perinatal,a
prenatal,postnatal,a
prenuptial,postnuptial,a
preparation,resolution,n
prepared,unprepared,a
preprandial,postprandial,a
prescription,nonprescription,a
prescription_drug,over-the-counter_drug,n
prescription_medicine,over-the-counter_medicine,n
prescriptive,descriptive,a
prescriptive_linguistics,descriptive_linguistics,n
presence,absence,n
present,absent,a
present,future,a
present,past,a
presentness,futurity,n
presentness,pastness,n
preserved,destroyed,a
preserved,fresh,a
presidential,unpresidential,a
pressurise,depressurise,v
pressurize,depressurize,v
pretentious,unpretentious,a
pretentiously,unpretentiously,r
pretentiousness,unpretentiousness,n
prevent,let,v
preventable,unpreventable,a
preventive,permissive,a
prewar,postwar,a
pride,humility,n
priestly,unpriestly,a
primarily,secondarily,r
primary,secondary,a
principled,unprincipled,a
printable,unprintable,a
priority,posteriority,n
private,public,a
privately,publicly,r
privileged,underprivileged,a
pro,anti,a
pro,con,n
pro,con,r
pro-American,anti-American,a
pro-choice,pro-life,a
pro-life,pro-choice,a
proactive,retroactive,a
probability,improbability,n
probable,improbable,a
procaryotic,eucaryotic,a
processed,unprocessed,a
productive,unproductive,a
productively,unproductively,r
productiveness,unproductiveness,n
profane,sacred,a
professional,amateur,n
professional,nonprofessional,a
professional,unprofessional,a
profit,break_even,v
profit,lose,v
profitability,unprofitability,n
profitable,unprofitable,a
profitableness,unprofitableness,n
profitably,unprofitably,r
profound,superficial,a
profundity,superficiality,n
prognathous,opisthognathous,a
progress,regress,v
progressive,regressive,a
prokaryote,eukaryote,n
prokaryotic,eukaryotic,a
prolate,oblate,a
proliferation,non-proliferation,n
proliferation,nonproliferation,n
prolix,concise,a
prominence,obscurity,n
promote,demote,v
promotion,demotion,n
pronation,supination,n
pronounceable,unpronounceable,a
proper,improper,a
proper_noun,common_noun,n
properly,improperly,r
properness,improperness,n
prophetic,unprophetic,a
propitious,unpropitious,a
propitiously,unpropitiously,r
propitiousness,unpropitiousness,n
proportion,disproportion,n
proportional_font,fixed-width_font,n
proportionate,disproportionate,a
proportionately,disproportionately,r
proprietary,nonproprietary,a
propriety,impropriety,n
prosecute,defend,v
prosecution,defense,n
prospective,retrospective,a
protected,unprotected,a
protective,unprotective,a
protrusive,intrusive,a
proud,humble,a
prove,disprove,v
proved,unproved,a
providence,improvidence,n
provident,improvident,a
providently,improvidently,r
provincial,cosmopolitan,a
provocative,unprovocative,a
proximal,distal,a
proximate,ultimate,a
prudence,imprudence,n
prudent,imprudent,a
prudently,imprudently,r
psychoactive,nonpsychoactive,a
psychotic_depression,neurotic_depression,n
public,private,a
publicized,suppressed,a
publicly,privately,r
publishable,unpublishable,a
published,unpublished,a
pull,push,v
pull_in,pull_out,v
pull_out,pull_in,v
punch_in,punch_out,v
punch_out,punch_in,v
punctual,unpunctual,a
punctuality,tardiness,n
puncturable,punctureless,a
punctureless,puncturable,a
punished,unpunished,a
punitive,rehabilitative,a
pure,impure,a
purebred,crossbred,a
purge,rehabilitate,v
purifying,adulterating,a
purity,impurity,n
purposeful,purposeless,a
purposefulness,purposelessness,n
purposeless,purposeful,a
purposelessness,purposefulness,n
push,pull,v
put_option,call_option,n
pyretic,antipyretic,a
quadruped,biped,a
quadrupedal,bipedal,a
qualified,unqualified,a
qualify,disqualify,v
qualitative,quantitative,a
quantitative,accentual,a
quantitative,qualitative,a
quantitative,syllabic,a
queen,king,n
question,answer,n
questionable,unquestionable,a
quickly,slowly,r
quiet,active,a
quiet,noisy,a
quiet,unquiet,a
